,TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLBadDerogCnt,TLDel60Cnt24
760,0,0,0,0,1,6.0,3,138,11,0,3,6,8.0,18.0,0,0,5.0,6.0,3,0,1,0,0
761,0,0,0,0,5,1.0,16,201,12,0,1,6,5.0,8.0,0,0,1.0,2.0,1,1,2,1,1
762,0,2,2,0,9,1.0,14,144,3,1,8,14,20.0,55.0,0,0,8.0,12.0,0,0,0,0,0
763,0,0,0,0,4,1.0,3,384,6,0,1,2,5.0,13.0,0,0,4.0,4.0,3,0,4,0,2
764,0,2,2,0,3,0.0,12,151,4,0,4,7,11.0,19.0,2,1,3.0,4.0,0,1,2,3,1
765,0,0,0,0,0,12.0,0,291,11,0,2,4,10.0,21.0,0,0,2.0,4.0,0,0,0,0,0
766,0,0,0,0,0,,0,461,9,0,1,3,16.0,25.0,0,0,3.0,4.0,3,0,0,0,0
767,0,2,2,0,3,0.0,6,160,11,0,1,5,8.0,11.0,0,0,3.0,5.0,1,0,0,0,0
768,0,0,0,0,10,1.0,17,157,5,0,7,14,21.0,40.0,0,0,9.0,13.0,3,0,0,0,0
769,0,0,0,0,0,,0,115,29,0,0,0,11.0,15.0,0,0,4.0,4.0,0,0,0,0,0
770,0,5,3,1,3,3.0,7,133,5,0,3,4,8.0,10.0,2,2,3.0,4.0,0,2,2,3,2
771,0,0,0,0,8,1.0,2,167,4,0,3,4,9.0,23.0,2,0,4.0,6.0,0,0,4,0,0
772,0,0,0,0,4,0.0,7,97,2,2,10,18,19.0,38.0,0,0,4.0,6.0,0,0,0,0,0
773,0,0,0,0,7,2.0,8,80,10,0,2,5,8.0,15.0,1,0,4.0,6.0,0,0,1,0,0
774,0,3,3,0,1,2.0,1,41,35,0,0,0,2.0,2.0,0,0,1.0,1.0,1,0,0,2,0
775,0,0,0,0,8,1.0,4,213,2,1,1,2,2.0,2.0,1,0,2.0,2.0,0,1,2,1,1
776,0,1,1,0,4,4.0,2,375,18,0,0,1,7.0,12.0,1,0,2.0,3.0,3,1,4,2,2
777,0,0,0,0,3,0.0,8,109,3,2,5,10,12.0,20.0,1,0,6.0,8.0,0,0,1,0,0
778,0,0,0,0,4,0.0,3,49,5,0,3,3,8.0,11.0,0,0,6.0,6.0,0,0,0,0,0
779,0,11,6,1,1,1.0,1,103,11,0,1,3,5.0,6.0,9,3,4.0,5.0,0,3,9,9,3
780,0,1,1,0,2,6.0,1,99,2,1,3,3,7.0,9.0,1,0,4.0,4.0,0,0,1,1,0
781,0,0,0,0,3,1.0,3,236,8,0,1,5,10.0,19.0,0,0,7.0,7.0,0,0,0,0,0
782,0,0,0,0,6,1.0,3,160,15,0,0,4,16.0,38.0,0,0,8.0,10.0,0,0,0,0,0
783,0,1,0,1,0,14.0,0,205,9,0,1,2,2.0,2.0,4,0,1.0,2.0,0,0,4,0,0
784,0,1,0,1,2,2.0,2,67,2,1,1,2,4.0,6.0,0,0,3.0,3.0,0,0,0,0,0
785,0,1,1,0,5,0.0,5,9,3,1,6,6,2.0,1.0,0,0,1.0,1.0,0,0,0,1,0
786,0,0,0,0,7,1.0,1,62,6,0,2,3,6.0,7.0,0,0,3.0,4.0,0,0,0,0,0
787,0,2,0,1,7,2.0,4,102,11,0,2,4,4.0,5.0,2,0,1.0,2.0,0,0,2,0,0
788,0,2,2,0,0,9.0,0,103,9,0,1,4,7.0,16.0,1,0,3.0,3.0,2,0,1,1,1
789,0,0,0,0,1,3.0,0,221,8,0,7,11,19.0,35.0,0,0,3.0,4.0,0,0,1,0,0
790,0,1,0,0,0,9.0,1,264,4,0,4,8,10.0,19.0,0,0,5.0,7.0,1,0,4,1,0
791,0,3,1,0,4,1.0,2,136,4,0,1,5,7.0,12.0,0,0,6.0,6.0,0,0,0,1,0
792,0,0,0,0,0,10.0,1,334,9,0,2,4,7.0,17.0,1,0,3.0,4.0,0,0,3,0,0
793,0,5,5,1,1,1.0,1,100,19,0,0,1,1.0,3.0,2,0,1.0,1.0,0,0,2,2,0
794,0,1,0,1,3,1.0,2,282,12,0,1,2,3.0,4.0,5,1,1.0,1.0,0,1,5,1,1
795,0,0,0,0,0,7.0,3,100,17,0,0,1,3.0,9.0,1,1,0.0,0.0,1,4,6,4,4
796,0,2,0,1,1,0.0,3,135,5,0,1,2,5.0,5.0,2,1,4.0,4.0,2,1,2,1,2
797,0,0,0,0,3,0.0,3,217,5,0,4,6,12.0,17.0,0,0,5.0,5.0,0,0,1,0,0
798,0,0,0,0,3,1.0,1,40,7,0,2,7,8.0,8.0,0,0,3.0,3.0,0,0,0,0,0
799,0,7,0,0,1,0.0,0,129,7,0,1,2,7.0,20.0,0,0,3.0,3.0,2,0,1,4,1
800,0,0,0,0,0,20.0,0,109,5,0,2,5,10.0,20.0,0,0,2.0,2.0,0,0,0,0,0
801,0,0,0,0,3,3.0,0,325,4,0,5,7,14.0,25.0,0,0,3.0,5.0,3,0,1,0,0
802,0,5,4,0,4,2.0,3,34,2,1,3,5,6.0,7.0,0,0,4.0,4.0,0,0,0,0,0
803,0,0,0,1,5,1.0,4,193,4,0,1,1,4.0,11.0,1,1,3.0,3.0,3,3,5,3,5
804,0,0,0,0,1,1.0,5,136,18,0,0,3,3.0,7.0,0,0,1.0,3.0,1,0,0,0,0
805,0,1,1,0,0,8.0,3,123,16,0,0,1,1.0,5.0,0,0,,,0,0,0,1,0
806,0,1,1,0,4,0.0,6,64,7,0,1,3,4.0,8.0,0,0,2.0,3.0,0,0,0,1,0
807,0,0,0,0,2,0.0,2,143,10,0,3,3,3.0,6.0,0,0,2.0,2.0,0,0,1,0,0
808,0,1,1,0,1,5.0,5,84,3,1,3,7,5.0,10.0,1,0,2.0,3.0,2,0,1,1,1
809,0,0,0,0,6,0.0,2,180,12,0,1,6,15.0,24.0,0,0,3.0,5.0,0,0,0,0,0
810,0,0,0,0,7,1.0,4,153,14,0,0,2,3.0,4.0,1,0,1.0,3.0,0,0,2,0,0
811,0,7,6,1,6,1.0,12,72,7,0,1,1,1.0,4.0,3,0,1.0,1.0,0,0,4,2,0
812,0,4,2,1,1,1.0,2,122,22,0,0,1,,2.0,0,0,,,0,0,0,1,0
813,0,0,0,0,0,14.0,0,355,8,0,1,10,30.0,40.0,0,0,17.0,23.0,0,0,0,0,0
814,0,7,5,0,2,0.0,0,103,26,0,0,0,3.0,4.0,1,1,1.0,1.0,0,1,3,7,1
815,0,0,0,0,1,6.0,1,327,8,0,1,2,2.0,13.0,2,1,2.0,2.0,0,1,4,1,1
816,0,2,0,0,2,1.0,1,134,19,0,0,4,9.0,17.0,1,0,6.0,6.0,3,0,3,0,3
817,0,3,0,1,1,6.0,7,178,6,0,2,3,4.0,17.0,6,0,2.0,2.0,0,1,7,1,1
818,0,0,0,0,5,1.0,1,240,2,1,6,16,26.0,43.0,0,0,5.0,5.0,0,0,0,0,0
819,0,0,0,0,2,1.0,2,111,24,0,0,1,5.0,15.0,0,0,0.0,0.0,0,0,0,0,0
820,0,1,1,0,5,4.0,13,162,5,0,2,3,4.0,21.0,3,3,0.0,1.0,0,3,4,4,3
821,0,0,0,0,3,0.0,1,155,5,0,8,17,15.0,27.0,0,0,9.0,9.0,0,1,1,1,1
822,0,2,1,1,1,2.0,4,230,2,1,2,2,6.0,12.0,8,2,5.0,5.0,0,2,9,3,2
823,0,1,1,0,3,3.0,2,55,11,0,3,4,6.0,7.0,0,0,1.0,3.0,0,0,0,0,0
824,0,3,2,0,3,1.0,1,99,4,0,1,3,6.0,8.0,2,0,2.0,3.0,0,0,3,2,0
825,0,0,0,0,0,14.0,0,131,43,0,0,0,2.0,8.0,0,0,0.0,1.0,0,0,0,0,0
826,0,5,4,0,3,1.0,8,89,9,0,2,6,4.0,20.0,3,2,3.0,3.0,0,2,4,4,2
827,0,1,1,0,5,0.0,4,243,29,0,0,0,6.0,8.0,1,1,4.0,4.0,0,1,1,1,1
828,0,0,0,0,6,1.0,6,155,4,0,2,3,10.0,20.0,0,0,2.0,3.0,0,1,1,1,1
829,0,0,0,0,0,9.0,0,210,9,0,2,3,9.0,16.0,1,0,4.0,5.0,0,1,1,1,1
830,0,2,2,0,1,4.0,1,102,27,0,0,0,3.0,5.0,5,3,1.0,2.0,0,3,5,4,3
831,0,4,3,0,2,1.0,1,146,2,2,4,9,10.0,24.0,0,0,6.0,8.0,3,0,2,0,0
832,0,0,0,0,2,5.0,3,278,4,0,2,7,10.0,27.0,0,0,3.0,3.0,1,0,0,0,0
833,0,1,0,1,3,1.0,2,265,3,1,3,6,7.0,7.0,6,1,4.0,4.0,0,1,6,1,1
834,0,3,0,0,2,0.0,1,298,18,0,0,1,7.0,6.0,3,2,2.0,2.0,2,2,3,4,3
835,0,0,0,0,1,2.0,1,232,22,0,0,1,2.0,2.0,2,0,1.0,1.0,0,1,2,1,1
836,0,0,0,0,4,0.0,3,106,37,0,0,0,3.0,7.0,0,0,0.0,3.0,0,0,1,0,0
837,0,2,2,0,4,1.0,4,92,9,0,2,2,2.0,3.0,2,0,1.0,2.0,2,0,3,0,1
838,0,1,0,0,0,8.0,0,257,10,0,1,1,2.0,4.0,6,3,0.0,0.0,0,3,7,3,3
839,0,0,0,0,6,1.0,4,316,9,0,2,3,9.0,15.0,0,0,1.0,1.0,0,0,0,0,0
840,0,7,5,0,4,1.0,2,89,3,1,2,2,3.0,3.0,4,1,1.0,2.0,0,1,4,3,1
841,0,1,1,0,3,1.0,3,96,8,0,2,3,4.0,6.0,0,0,2.0,2.0,2,1,2,2,2
842,0,5,2,1,1,6.0,2,74,3,1,2,4,3.0,4.0,3,2,3.0,3.0,0,2,3,4,2
843,0,0,0,0,1,4.0,2,270,9,0,1,4,17.0,28.0,0,0,2.0,4.0,2,0,1,0,1
844,0,0,0,0,1,1.0,1,198,15,0,0,3,4.0,11.0,0,0,0.0,0.0,0,0,1,0,0
845,0,1,0,1,3,1.0,0,183,6,0,1,1,4.0,6.0,0,0,2.0,3.0,0,0,2,0,0
846,0,1,1,0,1,0.0,2,393,5,0,1,4,6.0,9.0,0,0,2.0,4.0,2,0,1,1,1
847,0,0,0,0,11,0.0,7,209,6,0,3,5,7.0,13.0,0,0,5.0,6.0,0,0,0,0,0
848,0,1,1,0,5,0.0,4,222,21,0,0,3,7.0,17.0,0,0,1.0,3.0,1,0,0,0,0
849,0,0,0,0,0,22.0,3,523,8,0,1,2,6.0,11.0,0,0,1.0,2.0,0,0,0,0,0
850,0,0,0,0,8,1.0,3,217,2,4,7,11,23.0,37.0,0,0,1.0,1.0,0,0,0,0,0
851,0,0,0,0,1,0.0,1,104,4,0,3,4,6.0,6.0,0,0,2.0,2.0,0,0,0,0,0
852,0,3,0,1,11,0.0,10,102,6,0,1,2,3.0,3.0,1,0,2.0,2.0,0,0,2,0,0
853,0,6,0,0,1,2.0,2,206,10,0,1,1,11.0,24.0,0,0,5.0,5.0,3,0,1,2,0
854,0,0,0,0,1,2.0,0,8,8,0,1,1,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0
855,0,0,0,0,1,1.0,1,62,15,0,0,1,6.0,7.0,0,0,5.0,5.0,0,0,0,0,0
856,0,0,0,0,0,13.0,0,220,13,0,0,1,5.0,6.0,0,0,1.0,2.0,0,1,2,1,1
857,0,0,0,0,1,3.0,0,155,6,0,2,2,5.0,15.0,0,0,3.0,4.0,2,0,1,0,1
858,0,1,1,0,3,0.0,3,252,42,0,0,0,6.0,20.0,1,1,3.0,4.0,0,1,8,1,1
859,0,2,1,1,2,1.0,1,161,12,0,1,1,1.0,4.0,2,0,1.0,1.0,0,0,2,1,0
860,0,1,0,0,0,10.0,0,125,29,0,0,0,10.0,9.0,2,1,3.0,3.0,3,1,4,1,3
861,0,0,0,0,2,1.0,4,337,7,0,1,2,5.0,9.0,0,0,2.0,2.0,0,0,3,0,0
862,0,2,2,0,2,1.0,2,140,16,0,0,1,12.0,19.0,0,0,7.0,7.0,0,0,0,2,0
863,0,0,0,0,3,0.0,2,82,5,0,2,4,8.0,9.0,0,0,2.0,3.0,0,0,0,0,0
864,0,0,0,0,0,13.0,1,210,17,0,0,4,15.0,23.0,0,0,3.0,5.0,3,0,0,0,0
865,0,0,0,0,0,10.0,0,155,4,0,3,4,9.0,13.0,0,0,5.0,5.0,0,0,0,0,0
866,0,0,0,0,4,1.0,1,91,2,1,1,1,7.0,9.0,1,1,3.0,6.0,3,1,4,1,3
867,0,0,0,0,1,2.0,9,208,7,0,4,8,10.0,15.0,1,0,1.0,2.0,2,0,2,0,1
868,0,0,0,0,1,2.0,0,173,1,1,2,2,11.0,26.0,0,0,2.0,3.0,0,0,0,0,0
869,0,4,4,0,4,1.0,2,388,3,1,4,5,7.0,19.0,4,3,2.0,2.0,1,4,7,8,4
870,0,0,0,0,0,,0,250,8,0,1,1,11.0,16.0,0,0,5.0,6.0,0,0,0,0,0
871,0,0,0,0,0,,0,154,3,1,2,2,16.0,21.0,0,0,2.0,3.0,0,0,0,0,0
872,0,0,0,0,0,9.0,0,43,8,0,6,28,30.0,35.0,0,0,2.0,3.0,0,0,0,0,0
873,0,0,0,0,0,,0,189,29,0,0,0,3.0,5.0,0,0,0.0,0.0,0,0,0,0,0
874,0,0,0,0,0,20.0,0,88,13,0,0,3,7.0,18.0,0,0,3.0,5.0,0,0,0,0,0
875,0,2,1,1,0,7.0,0,51,6,0,1,2,2.0,6.0,0,0,1.0,1.0,0,0,0,0,0
876,0,0,0,0,1,4.0,0,193,4,0,3,5,6.0,26.0,4,0,2.0,3.0,3,0,9,0,1
877,0,0,0,0,2,1.0,5,267,7,0,1,2,8.0,17.0,0,0,3.0,4.0,1,0,2,0,0
878,0,7,5,1,3,1.0,4,143,11,0,1,2,4.0,6.0,2,0,2.0,3.0,0,0,3,4,0
879,0,0,0,0,3,4.0,4,335,14,0,0,3,11.0,26.0,0,0,5.0,7.0,1,0,0,0,0
880,0,2,2,0,1,4.0,0,92,4,0,1,1,8.0,8.0,1,1,2.0,3.0,3,2,4,4,4
881,0,0,0,0,1,3.0,2,164,13,0,0,3,5.0,13.0,1,0,0.0,0.0,0,1,2,1,1
882,0,0,0,0,1,5.0,0,292,15,0,0,2,12.0,27.0,0,0,4.0,4.0,0,0,0,0,0
883,0,0,0,0,1,1.0,11,192,7,0,3,5,7.0,18.0,1,0,6.0,7.0,3,1,2,1,2
884,0,1,0,1,4,1.0,4,108,3,1,3,7,8.0,15.0,0,0,4.0,5.0,0,0,0,0,0
885,0,1,0,0,17,1.0,25,60,5,0,3,7,7.0,10.0,1,1,3.0,4.0,0,1,1,2,1
886,0,2,1,1,8,1.0,2,48,7,0,1,2,4.0,7.0,0,0,2.0,3.0,0,0,0,0,0
887,0,1,0,0,2,3.0,4,246,3,1,1,4,8.0,19.0,1,0,2.0,6.0,0,1,2,1,1
888,0,1,1,0,3,1.0,1,186,22,0,0,1,3.0,6.0,2,2,,,0,3,5,4,3
889,0,0,0,0,5,1.0,6,130,13,0,0,6,16.0,21.0,0,0,9.0,13.0,2,0,1,0,1
890,0,15,13,0,1,1.0,4,79,11,0,1,2,2.0,5.0,1,0,0.0,1.0,0,1,1,5,1
891,0,0,0,0,1,1.0,2,154,5,0,3,6,8.0,14.0,0,0,4.0,5.0,0,0,0,0,0
892,0,0,0,0,2,3.0,0,71,3,1,1,7,12.0,17.0,0,0,9.0,11.0,3,0,0,0,0
893,0,5,5,0,4,1.0,6,156,5,0,2,5,3.0,18.0,2,1,1.0,1.0,2,2,6,5,3
894,0,1,1,0,0,17.0,1,102,2,2,3,4,5.0,6.0,0,0,1.0,1.0,0,0,0,0,0
895,0,0,0,0,1,6.0,0,197,22,0,0,1,5.0,13.0,0,0,2.0,2.0,3,0,3,0,2
896,0,0,0,0,3,1.0,3,239,17,0,0,2,5.0,12.0,0,0,2.0,2.0,0,0,1,0,0
897,0,1,0,1,2,1.0,1,181,12,0,1,1,4.0,11.0,5,0,1.0,1.0,0,0,5,0,0
898,0,0,0,0,6,1.0,1,77,17,0,0,1,3.0,3.0,0,0,1.0,1.0,0,0,0,0,0
899,0,0,0,0,2,1.0,5,243,6,0,1,2,15.0,22.0,0,0,5.0,8.0,0,0,0,0,0
900,0,51,50,0,4,0.0,0,101,23,0,0,1,2.0,3.0,0,0,0.0,0.0,0,0,0,47,0
901,0,0,0,0,6,0.0,12,100,9,0,1,4,14.0,20.0,0,0,3.0,5.0,0,0,0,0,0
902,0,0,0,0,2,1.0,2,100,6,0,12,16,13.0,23.0,0,0,5.0,7.0,0,0,0,0,0
903,0,0,0,0,2,1.0,1,144,1,1,3,5,7.0,6.0,0,0,2.0,3.0,0,0,2,0,0
904,0,0,0,0,8,1.0,7,218,5,0,7,12,21.0,30.0,0,0,7.0,9.0,0,0,1,0,0
905,0,1,0,0,0,10.0,2,202,9,0,2,3,3.0,9.0,4,0,0.0,1.0,0,0,7,0,0
906,0,0,0,0,1,2.0,0,127,16,0,0,1,7.0,8.0,1,0,2.0,3.0,1,0,1,0,0
907,0,1,0,0,1,3.0,4,174,14,0,0,4,7.0,12.0,0,0,3.0,3.0,1,1,2,1,1
908,0,1,0,0,5,0.0,10,147,7,0,3,3,10.0,18.0,4,4,2.0,2.0,3,7,8,7,7
909,0,3,2,0,0,7.0,3,11,11,0,1,1,1.0,1.0,0,0,,,0,0,0,2,0
910,0,2,2,0,1,3.0,1,156,7,0,1,1,6.0,10.0,5,2,1.0,2.0,3,4,9,5,7
911,0,0,0,0,8,1.0,5,149,11,0,2,7,18.0,27.0,0,0,8.0,9.0,1,0,0,0,0
912,0,0,0,0,0,12.0,1,99,12,0,1,1,5.0,13.0,1,1,0.0,2.0,2,1,8,1,2
913,0,2,1,1,0,9.0,0,256,8,0,1,1,1.0,11.0,4,0,0.0,0.0,0,0,4,0,0
914,0,2,2,0,6,1.0,4,258,14,0,0,1,3.0,7.0,3,3,,,0,4,4,4,4
915,0,4,3,0,4,1.0,4,89,5,0,1,1,2.0,1.0,3,1,0.0,0.0,0,1,3,2,1
916,0,1,0,1,6,2.0,15,89,2,1,4,7,5.0,7.0,1,1,4.0,4.0,0,1,1,1,1
917,0,1,1,0,0,7.0,1,96,3,1,5,7,19.0,31.0,0,0,13.0,16.0,0,0,0,0,0
918,0,0,0,0,0,11.0,1,95,6,0,2,3,13.0,14.0,0,0,5.0,7.0,0,0,0,0,0
919,0,0,0,0,0,12.0,1,194,22,0,0,1,4.0,6.0,0,0,1.0,1.0,0,0,0,0,0
920,0,2,1,1,1,1.0,2,81,48,0,0,0,1.0,4.0,11,2,0.0,0.0,0,2,11,3,2
921,0,3,2,0,2,0.0,1,222,3,1,1,2,5.0,3.0,1,1,2.0,2.0,0,1,2,2,1
922,0,0,0,0,4,1.0,8,238,10,0,1,6,8.0,18.0,0,0,2.0,3.0,3,0,2,0,1
923,0,0,0,0,4,0.0,1,162,4,0,1,3,14.0,21.0,0,0,5.0,9.0,0,0,0,0,0
924,0,0,0,0,2,1.0,3,37,4,0,3,12,14.0,17.0,0,0,6.0,9.0,0,0,0,0,0
925,0,2,1,0,4,1.0,4,96,2,2,3,3,4.0,5.0,1,1,2.0,2.0,0,1,3,2,1
926,0,0,0,0,0,13.0,1,140,15,0,0,4,4.0,7.0,0,0,1.0,2.0,0,0,2,0,0
927,0,0,0,0,6,1.0,12,67,7,0,2,6,4.0,9.0,0,0,2.0,3.0,0,0,2,0,0
928,0,0,0,0,0,9.0,0,55,16,0,0,2,5.0,6.0,0,0,2.0,2.0,1,0,0,0,0
929,0,0,0,0,2,1.0,3,121,4,0,3,5,12.0,15.0,0,0,1.0,2.0,0,0,0,0,0
930,0,0,0,0,2,1.0,1,332,3,1,2,4,20.0,24.0,0,0,11.0,13.0,0,0,0,0,0
931,0,2,2,0,0,20.0,0,160,6,0,2,4,6.0,9.0,0,0,4.0,4.0,0,0,1,1,0
932,0,1,1,0,8,1.0,13,269,7,0,1,2,8.0,20.0,5,3,4.0,5.0,2,4,11,5,5
933,0,8,5,0,1,6.0,3,52,21,0,0,1,1.0,3.0,0,0,0.0,1.0,2,0,1,1,1
934,0,0,0,0,0,,0,143,30,0,0,0,4.0,8.0,0,0,1.0,1.0,1,0,3,0,0
935,0,2,2,0,2,1.0,6,105,13,0,0,3,6.0,12.0,1,1,1.0,2.0,0,1,1,2,1
936,0,1,0,0,3,0.0,1,435,16,0,0,2,9.0,23.0,0,0,2.0,2.0,0,0,0,1,0
937,0,0,0,0,0,,0,38,38,0,0,0,1.0,1.0,0,0,,,0,0,0,0,0
938,0,3,2,1,4,1.0,12,92,9,0,1,4,3.0,10.0,2,0,1.0,2.0,0,0,2,2,0
939,0,0,0,0,4,0.0,2,107,1,1,4,10,16.0,25.0,1,1,7.0,8.0,0,1,5,1,1
940,0,0,0,0,0,9.0,1,52,2,2,3,8,11.0,12.0,0,0,1.0,5.0,0,0,0,0,0
941,0,2,1,0,3,1.0,5,193,10,0,1,1,4.0,3.0,4,3,1.0,2.0,2,3,4,4,4
942,0,0,0,0,1,1.0,0,253,2,1,5,9,21.0,34.0,0,0,6.0,8.0,0,0,0,0,0
943,0,0,0,0,0,10.0,0,91,10,0,2,3,8.0,21.0,0,0,3.0,4.0,1,0,0,0,0
944,0,0,0,0,0,,0,272,39,0,0,0,13.0,18.0,0,0,4.0,5.0,0,0,0,0,0
945,0,1,1,0,4,1.0,3,127,7,0,4,5,9.0,13.0,0,0,5.0,7.0,0,0,0,1,0
946,0,0,0,0,2,2.0,3,269,10,0,3,5,11.0,18.0,0,0,5.0,7.0,0,0,1,0,0
947,0,3,1,1,1,3.0,4,130,6,0,1,1,3.0,4.0,13,0,1.0,1.0,0,0,13,0,0
948,0,7,0,0,1,2.0,0,71,41,0,0,0,2.0,4.0,0,0,1.0,2.0,0,0,1,2,0
949,0,2,2,0,3,1.0,5,284,3,1,3,4,11.0,16.0,0,0,4.0,5.0,3,0,0,0,0
950,0,0,0,1,0,8.0,6,110,8,0,1,1,7.0,14.0,3,0,5.0,5.0,3,0,6,0,1
951,0,0,0,0,0,21.0,1,116,2,1,1,2,3.0,9.0,2,2,1.0,2.0,0,2,4,2,2
952,0,1,0,1,2,4.0,4,102,2,1,5,8,6.0,15.0,4,0,5.0,5.0,0,0,4,0,0
953,0,0,0,0,0,10.0,3,148,3,1,2,2,16.0,28.0,0,0,2.0,4.0,0,0,0,0,0
954,0,1,1,0,1,1.0,6,19,8,0,1,4,1.0,4.0,0,0,1.0,1.0,0,0,0,0,0
955,0,2,1,0,3,1.0,6,88,16,0,0,2,3.0,4.0,3,1,2.0,3.0,0,1,3,2,1
956,0,2,2,1,0,15.0,1,224,7,0,1,2,3.0,10.0,3,1,1.0,1.0,0,1,3,3,1
957,0,0,0,0,1,1.0,3,60,8,0,2,4,1.0,6.0,0,0,,,0,0,0,0,0
958,0,0,0,0,2,4.0,6,189,4,0,4,10,23.0,39.0,1,1,8.0,10.0,3,1,3,1,1
959,0,0,0,0,1,4.0,3,203,4,0,2,8,10.0,22.0,0,0,3.0,4.0,0,0,0,0,0
960,0,0,0,0,3,0.0,2,297,2,1,4,12,23.0,25.0,0,0,13.0,15.0,3,0,2,0,0
961,0,0,0,0,1,0.0,0,187,19,0,0,1,8.0,13.0,0,0,5.0,5.0,0,0,5,0,0
962,0,0,0,0,1,3.0,2,89,11,0,1,4,15.0,17.0,0,0,4.0,5.0,0,0,0,0,0
963,0,0,0,0,1,1.0,2,117,10,0,1,2,4.0,13.0,0,0,1.0,2.0,0,0,0,0,0
964,0,1,1,0,6,1.0,8,25,11,0,1,8,8.0,10.0,0,0,5.0,5.0,0,1,1,2,1
965,0,1,0,0,4,0.0,7,158,2,2,6,10,11.0,23.0,1,1,5.0,7.0,0,1,6,1,1
966,0,1,0,0,2,0.0,5,145,4,0,2,3,8.0,10.0,0,0,1.0,2.0,0,0,1,0,0
967,0,1,1,1,4,1.0,0,128,2,1,6,8,10.0,9.0,2,0,5.0,6.0,0,0,2,0,0
968,0,0,0,0,0,,0,251,13,0,0,3,18.0,24.0,0,0,3.0,6.0,0,0,0,0,0
969,0,0,0,0,1,0.0,4,233,10,0,2,6,20.0,29.0,0,0,8.0,10.0,0,0,0,0,0
970,0,0,0,0,6,1.0,10,185,3,2,3,5,12.0,19.0,1,0,4.0,8.0,1,0,1,0,0
971,0,0,0,0,1,3.0,4,136,3,1,2,4,4.0,10.0,0,0,2.0,3.0,0,0,0,0,0
972,0,1,1,0,16,0.0,34,32,2,1,7,7,7.0,8.0,0,0,3.0,3.0,0,0,0,1,0
973,0,1,0,1,2,1.0,0,219,7,0,1,1,3.0,6.0,3,0,1.0,2.0,0,0,4,0,0
974,0,3,0,0,0,13.0,3,199,9,0,1,3,5.0,9.0,1,1,1.0,3.0,1,1,2,1,1
975,0,0,0,0,4,2.0,9,177,3,1,6,6,22.0,36.0,0,0,2.0,2.0,2,0,1,0,1
976,0,1,0,0,1,1.0,1,300,20,0,0,1,4.0,6.0,0,0,0.0,2.0,0,0,0,0,0
977,0,1,0,1,1,0.0,0,156,19,0,0,1,2.0,1.0,0,0,,,2,0,1,0,1
978,0,0,0,0,4,2.0,1,212,2,1,2,2,4.0,10.0,2,2,1.0,1.0,3,3,6,3,6
979,0,0,0,0,0,7.0,1,218,7,0,1,1,3.0,5.0,0,0,1.0,2.0,0,0,3,0,0
980,0,2,1,1,4,0.0,3,165,58,0,0,0,0.0,4.0,9,2,0.0,0.0,0,2,11,2,2
981,0,0,0,0,3,1.0,6,47,5,0,4,5,4.0,10.0,0,0,3.0,3.0,0,0,0,0,0
982,0,0,0,0,1,0.0,0,225,5,0,3,5,6.0,20.0,0,0,1.0,1.0,1,0,0,0,0
983,0,0,0,0,2,1.0,1,119,9,0,1,1,2.0,4.0,1,1,1.0,1.0,2,2,3,2,3
984,0,0,0,0,4,1.0,2,199,7,0,2,3,6.0,14.0,0,0,2.0,3.0,0,0,2,0,0
985,0,0,0,0,2,2.0,2,79,1,1,12,14,15.0,16.0,0,0,1.0,2.0,0,0,0,0,0
986,0,4,0,1,3,5.0,4,220,5,0,3,3,15.0,25.0,16,4,5.0,5.0,2,4,18,4,5
987,0,3,2,0,13,1.0,12,119,2,2,5,7,8.0,8.0,0,0,5.0,5.0,0,0,0,1,0
988,0,0,0,0,3,0.0,4,403,10,0,1,2,2.0,9.0,0,0,1.0,1.0,0,0,4,0,0
989,0,0,0,0,10,1.0,8,175,2,1,5,11,17.0,25.0,0,0,10.0,13.0,0,0,2,0,0
990,0,2,2,0,8,1.0,15,271,3,1,2,8,7.0,10.0,1,0,2.0,2.0,2,0,2,2,1
991,0,0,0,0,1,3.0,2,374,2,2,6,11,15.0,28.0,0,0,4.0,5.0,0,0,0,0,0
992,0,1,1,0,0,23.0,0,103,19,0,0,3,1.0,5.0,2,0,0.0,0.0,0,0,5,1,0
993,0,6,1,1,1,0.0,2,82,7,0,3,4,3.0,4.0,3,1,2.0,2.0,0,1,3,1,1
994,0,4,3,0,2,1.0,1,123,53,0,0,0,0.0,3.0,1,0,,,0,0,3,3,0
995,0,2,2,0,1,1.0,1,232,16,0,0,1,10.0,18.0,3,3,4.0,5.0,3,10,16,12,13
996,0,3,2,1,6,1.0,4,248,29,0,0,0,2.0,3.0,2,0,0.0,1.0,2,0,3,0,1
997,0,0,0,0,0,,0,99,24,0,0,1,4.0,5.0,0,0,3.0,3.0,0,0,0,0,0
998,0,1,0,0,2,1.0,2,144,10,0,1,1,3.0,4.0,0,0,,,0,2,2,2,2
